comment,date
"Un grand établissement situé dans un quartier assez animé (Liberté). Les prix sont trop élevés par rapport à ce que l'hôtel offre. Il est vrai que les chambres sont assez spacieuses et ont un confort correct, mais elles ont besoin d'une sacrée rénovation. L'humidité a fait beaucoup de dégâts sans réparation et maintien sérieux. Par contre le wi-fi marche bien et le personnel est plutôt sympathique. L'hôtel a aussi une piscine au milieu d'un beau jardin.", octobre 2015
"Hotel quartier populaire Akwa. Les chambres sont à rénover. Piscine très sympathique et bar/restaurant de bonne facture. Personnel très sympathique et avenant. Salle de petit déjeuner un peu petite (parfois il faut attendre pour avoir une place). Restauration chère, hébergement correçt. Wifi gratuit.", novembre 2015
"Accueil très cordial, le personnel est très poli et à l'écoute des clients. Pour ce qui est des chambres un bon lifting serait le bienvenu car c'est pas au goût du jours. D'un point de vu équipement il serait bon de passer sur des écrans de Tv récents, la climatisation fonctionne bien, baignoire ok, sèche cheveux ok, beaucoup de grésillement dans le téléphone de la chambre. Le seul point noir est sur le nettoyage de la chambre, qui n'a pas été effectué par le personnel pendant deux jours sur mon séjour et le cafard mort dans l'entrée de ma chambre n'était pas vraiment agréable. Sinon pour le reste de l'hôtel tout était vraiment super, restaurant, pool bar, piscine... En résumé,bon établissement qui doit faire l'objet d'un petit rafraîchissement dans les chambres principalement.", novembre 2015
"Sourires de façade, mais trés peu de considération pour les clients.  Les chambres sont correctes, mais ne méritent pas un niveau 4 étoiles .  L'intérêt principal de cet hotel est sa piscine. Dy personnel de bonne volonté, mais les dirigeants manifestement pas à la hauteur.  Le gros turn over du management au cours de ces derniéres années se refléte dans la qualité des prestations.  Restauration DEPLORABLE, tant au petit déjeuner que pour le restaurant.", octobre 2015
Super accueillant.le cadre et le buffet etaint chouette. Merci à vous pour le moment passé au restaurant Le safoutier. Une équipe très dynamique et au petit soin pour leclient.encore joyeux anniversaire à toi sylviane, novembre 2019
"Qualité qu'on peut s'attendre à Hilton, bonne sécurité, agréable. Un peu trop de climatisation vue que Yaoundé connaît du frois. Bien lacé prés des Ministères et administrations. Excellente restauration avec un choix énorme, agréable service ", octobre 2019
Troisième séjour de 2 semaines ai cours de la dernière année. Les chambres sont spacieuses et la literie confortable.  Mais la deco date d’une autre époque. Le petit déjeuné est très varié et le personnel super gentil......alors que le soir tout est désorganisé autant au restaurant qu’à la terrasse.  Les menus présentés sont jamais les mêmes......les serveurs en soirée sont d’une lenteur.... Une formation en restauration serait bienvenue. , octobre 2019
"Un bel hôtel qui aurait besoin d'un petit remise au gout du jour.. Néanmoins, cela est largement compensé par un personnel serviable, très attentionné et plein de petites attentions.  Merci à eux d'avoir rendu mon séjour aussi agréable.", octobre 2019
"Meilleur hôtel de Yaoundé. Le personnel est, en plus d’être adorable, très professionnel est aux petits soins. Chambre spacieuses. Televisik avec quelques chaînes françaises.  On y mange très bien également. Le chef et son équipe sont à l’écoute et proposent des plats et des mets de très haute qualité (c’est au Hilton que je confie toute la partie traiteur pour les vols VVIP).  Allez-y les yeux fermés. ", octobre 2019
Je loge à cet hôtel depuis plusieurs années et je doit dire qu'ils ont fait des progrès surtout au niveau de l'accueil et de la disponibilité du personnel. Contrairement à d'autres hôtels celui-ci semble bien entretenu et ne se délabre pas pour l'instant. Le restaurant n'est pas excellent (en tout cas le poisson braisé que j'ai commandé) mais il y a de bons restaurants très proches de l'hôtel. , juin 2017
"Service attentif et cordial, hotel bien tenu. La chambre est un peu triste et l'éclairage insuffisant. Une meilleure isolation des fenêtres permettrait de réduire le bruit venant de la rue.  À part ça c'est un des meilleurs hôtels de Yaoundé ", juin 2017
"Très bien situé. Certes comme dans beaucoup d'hôtels d'Afrique Centrale , l'entretien général ( la maintenance) est à améliorer, mais cet hôtel est globalement très propre, bien tenu et les chambres sont confortables. La Wifi fonctionne sans problème. le petit déjeuner est très correct. Le bar est tristounet et offre peu d'intérêt. Pour boire un verre , autant sortir. Le personnel est souriant et serviable. Petit plus , une petite piscine en patio.", mai 2017
"Premier séjour dans cet hôtel avec quelques dysfonctionnements a revoir: Deux problèmes de fuites dans la douche en moins de 24h, pas de sèche cheveux a disposition, insonorisation des chambres très moyen, gel douche en quantité très limité. Un peu cher pour le service mais c'est l'Afrique!  Points positifs: situation géographique.  ", juin 2017
"Très bel hôtel bien situé, propre, sécuritaire et avec un personnel très courtois.   La nourriture est supe et le service rapide. Idéal pour les affaires et les loisirs Des taxis privés à proximité De belles références de marches à proximité  ", mai 2017
"Je suis dans le milieu de qu'approximatifs 6 semaine en voyage d'affaires. Le personnel, y compris les agents de la sécurité sont très agréables. Mes endroits préférés pour manger sont le bar panoramique au 11ème étage et le salon-bar de la piscine. Tout ce que j'ai mangé a été super mais un peu cher. Ma chambre est confortable mais on voit son âge. Ma femme (Alice) est génial ! Le plus gros problème pour moi est l'Internet est cher. J'aurais espéré qu'ils ont travaillé une affaire sur Internet donné mon séjour prolongé.", septembre 2013
"Ce n'est pas la première fois que j'ai visité cet hôtel, et à chaque fois j'y séjourner, je suis toujours agréablement surpris. Cette fois encore, le service de la réception et le service client était d'un niveau mondial. Pas toujours commun au Cameroun ! Check in rapide, chambres propres, Swift service clientèle vous aider, great room service, bonne nourriture ... en bref une oasis pour les voyageurs fatigués. La cuisine de l'hôtel est très bon, départ le buffet de petit-déjeuner pour une pleine assiette absolue de friandises, des fruits frais, des pâtisseries et des plats chauds. Tout simplement délicieux ! Le seul point négatif était la lente wifi, mais étant donné l'emplacement et le bâtiment j'imagine que c'est encore très élevé par rapport à d'autres hôtels de la région.", août 2013
"Un hôtel fantastique à l'intérieur coeur du Cameroun. L'emplacement de l'hôtel est d'un avantage car cet hôtel est centralement situé. peut-être c'est le seul hôtel marque vous pouvez trouver dans son ensemble du Cameroun. Depuis que la mienne était un voyage d'affaires et à une courte distance à pied, nous avons décidé de séjourner ici car c'est situé à proximité de tous les ministères.", août 2013
"J'ai été dans le pays pour une couple de mois, et j'ai décidé d'utiliser des points et de séjourner à l'hôtel Hilton pour 2 jours. C'était un investissement merveilleux il y a un sauna et des bains de vapeur, un bain à remous. Le service était vraiment bon. Je ne le recommanderais offrant l'accès Internet est gratuit.", juillet 2013
"C'est un bon hôtel. Le seul problème, c'est qu'il faut payer 18$ par jour pour une connexion Internet. C'est une arnaque; en outre, la connexion est lente et il n'y a pas de Wifi dans les chambres (vous devez avoir un port Ethernet, ce qui exclut en utilisant votre Ipad)", juillet 2013
"Les chambres sont bien équipées et le personnel très accueillant. L'environnement de l’hôtel est assez bruyant. Le restaurant est bon mais un peu tristounet et la piscine très petite. Il manque un endroit pour prendre un verre dans un cadre agréable, extérieur.", janvier 2018
"Cet hôtel est très bien situé et sécurisé, et les prestations de grande qualité. Le personnel est particulièrement courtois, attentif, disponible et serviable. Le restaurant propose des petits déjeuners et une carte pour les déjeuners et dîners de qualité. Il gagnerait cependant à compléter son offre par un ou deux plats pouvant être servis très vite pour les hommes d'affaires pressés. Il est certain que j'y retournerai avec un grand plaisir !", janvier 2018
"Superbe hôtel ! personnel accueillant, chambre propre et spacieuse, clim au top efficace et pas bruyante ! Chambre faite tous les jours avec changement des draps. Seul bémol, la grande lenteur du service au restaurant, sinon très bonne cuisine. Change possible à la réception.", novembre 2017
Un hôtel relativement récent ( 4 ans) au cœur de la ville chambre correcte petit déjeuner riche et pour ceux qui veulent piscine salle de sport et institut proposant différents soins Un étonnement et regret : devoir payer la navette pour l aéroport 15000 FCFA soit même ( bien) plus cher que le taxi, novembre 2017
"En mission à Yaoundé, j'ai passé un très beau séjour à l'hôtel la Falaise ! Les chambres sont soignées.  On y trouve toutes sortes de prestations. (salle de sport avec coach Mr Georges toujours présent pour nous aider à adopter la meilleure posture pour nos exercices) J'ai également pu profiter des prestations de l'hôtel, telles soins du visage, pédicures manucure. La FALAISE EST UN HAVRE DE PAIX ! Mr YOUTEMBA, Sonia et tout le personnel sont accueillants et assez réactifs...C'est appréciable ! le seul hic, est la salle de restauration que je trouve un peu trop froide. Je parle de la déco bien sûr !! Mais si vous êtes comme moi, vous pouvez profiter de vos repas dans la cours autour de la piscine... !!!  Enfin je vous recommande cet hôtel en voyage d'affaire ou en famille... Une", novembre 2017
"J'étais un peu inquiet au début, mais j'ai bien aimé cet hôtel. J'ai trouvé que notre chambre était propre et fonctionnelle, internet convenable et le personnel était sympathique (en plus le restaurant était un bijou) . L'emplacement de l'hôtel est situé en centre-ville. J'ai trouvé que le restaurant était bonne (essayez la pizza hawaïenne ! ).  Dans l'ensemble, une bonne expérience pour moins de la moitié du prix de l'hôtel Hilton.", août 2017
